07/31 11:21:48 PM | Logger is set 
08/01 12:16:40 PM | Train: [ 4/200] Step 100/380 Loss 25.697 Prec@(1,5) (22.4%, 49.2%)
08/01 12:16:45 PM | Train: [ 4/200] Step 110/380 Loss 25.725 Prec@(1,5) (22.3%, 49.2%)
08/01 12:16:52 PM | Train: [ 4/200] Step 120/380 Loss 25.748 Prec@(1,5) (22.4%, 49.2%)
08/01 12:17:00 PM | Train: [ 4/200] Step 130/380 Loss 25.729 Prec@(1,5) (22.4%, 49.6%)
08/01 12:17:08 PM | Train: [ 4/200] Step 140/380 Loss 25.717 Prec@(1,5) (22.7%, 49.3%)
08/01 12:17:14 PM | Train: [ 4/200] Step 150/380 Loss 25.724 Prec@(1,5) (22.8%, 49.4%)
08/01 12:17:20 PM | Train: [ 4/200] Step 160/380 Loss 25.741 Prec@(1,5) (22.7%, 49.2%)
08/01 12:17:27 PM | Train: [ 4/200] Step 170/380 Loss 25.745 Prec@(1,5) (22.6%, 49.4%)
08/01 12:17:33 PM | Train: [ 4/200] Step 180/380 Loss 25.698 Prec@(1,5) (22.8%, 49.6%)
08/01 12:17:40 PM | Train: [ 4/200] Step 190/380 Loss 25.700 Prec@(1,5) (22.7%, 49.7%)
08/01 12:17:46 PM | Train: [ 4/200] Step 200/380 Loss 25.673 Prec@(1,5) (22.8%, 49.7%)
08/01 12:17:52 PM | Train: [ 4/200] Step 210/380 Loss 25.653 Prec@(1,5) (22.9%, 49.9%)
08/01 12:17:59 PM | Train: [ 4/200] Step 220/380 Loss 25.642 Prec@(1,5) (22.9%, 49.9%)
08/01 12:18:06 PM | Train: [ 4/200] Step 230/380 Loss 25.602 Prec@(1,5) (23.1%, 50.3%)
08/01 12:18:12 PM | Train: [ 4/200] Step 240/380 Loss 25.565 Prec@(1,5) (23.3%, 50.5%)
08/01 12:18:21 PM | Train: [ 4/200] Step 250/380 Loss 25.520 Prec@(1,5) (23.5%, 50.6%)
08/01 12:18:28 PM | Train: [ 4/200] Step 260/380 Loss 25.496 Prec@(1,5) (23.6%, 50.5%)
08/01 12:18:37 PM | Train: [ 4/200] Step 270/380 Loss 25.439 Prec@(1,5) (23.9%, 50.6%)
08/01 12:18:45 PM | Train: [ 4/200] Step 280/380 Loss 25.440 Prec@(1,5) (23.9%, 50.7%)
08/01 12:18:52 PM | Train: [ 4/200] Step 290/380 Loss 25.396 Prec@(1,5) (24.2%, 51.0%)
08/01 12:19:01 PM | Train: [ 4/200] Step 300/380 Loss 25.347 Prec@(1,5) (24.4%, 51.3%)
08/01 12:19:07 PM | Train: [ 4/200] Step 310/380 Loss 25.289 Prec@(1,5) (24.6%, 51.6%)
08/01 12:19:14 PM | Train: [ 4/200] Step 320/380 Loss 25.242 Prec@(1,5) (24.8%, 51.8%)
08/01 12:19:23 PM | Train: [ 4/200] Step 330/380 Loss 25.188 Prec@(1,5) (24.9%, 52.0%)
08/01 12:19:31 PM | Train: [ 4/200] Step 340/380 Loss 25.150 Prec@(1,5) (25.0%, 52.3%)
08/01 12:19:38 PM | Train: [ 4/200] Step 350/380 Loss 25.114 Prec@(1,5) (25.2%, 52.5%)
08/01 12:19:46 PM | Train: [ 4/200] Step 360/380 Loss 25.105 Prec@(1,5) (25.3%, 52.5%)
08/01 12:19:53 PM | Train: [ 4/200] Step 370/380 Loss 25.094 Prec@(1,5) (25.4%, 52.4%)
08/01 12:20:01 PM | Train: [ 4/200] Step 380/380 Loss 25.062 Prec@(1,5) (25.5%, 52.5%)
08/01 12:20:03 PM | Train: [ 4/200] Final Prec@1 25.4688%
08/01 12:21:46 PM | Valid: [ 4/200] Step 000/023 Loss 27.754 Prec@(1,5) (18.8%, 40.6%)
08/01 12:21:56 PM | Valid: [ 4/200] Step 010/023 Loss 26.204 Prec@(1,5) (20.2%, 46.0%)
08/01 12:22:07 PM | Valid: [ 4/200] Step 020/023 Loss 25.746 Prec@(1,5) (22.0%, 47.3%)
08/01 12:22:12 PM | Valid: [ 4/200] Final Prec@1 21.1957%, Prec@5 46.4674%, Prec@10 60.5978%
08/01 12:22:12 PM | Final best Prec@1 = 21.1957%
08/01 12:24:29 PM | Train: [ 5/200] Step 010/380 Loss 22.293 Prec@(1,5) (33.4%, 65.3%)
08/01 12:24:35 PM | Train: [ 5/200] Step 020/380 Loss 22.432 Prec@(1,5) (33.4%, 64.8%)
08/01 12:24:42 PM | Train: [ 5/200] Step 030/380 Loss 22.545 Prec@(1,5) (33.6%, 65.2%)
08/01 12:24:50 PM | Train: [ 5/200] Step 040/380 Loss 22.736 Prec@(1,5) (33.3%, 64.8%)
08/01 12:24:57 PM | Train: [ 5/200] Step 050/380 Loss 22.695 Prec@(1,5) (33.4%, 64.4%)
08/01 12:25:06 PM | Train: [ 5/200] Step 060/380 Loss 22.693 Prec@(1,5) (33.6%, 64.1%)
08/01 12:25:13 PM | Train: [ 5/200] Step 070/380 Loss 22.751 Prec@(1,5) (33.7%, 63.3%)
08/01 12:25:20 PM | Train: [ 5/200] Step 080/380 Loss 22.735 Prec@(1,5) (33.4%, 63.7%)
08/01 12:25:28 PM | Train: [ 5/200] Step 090/380 Loss 22.736 Prec@(1,5) (33.8%, 63.5%)
08/01 12:25:36 PM | Train: [ 5/200] Step 100/380 Loss 22.769 Prec@(1,5) (33.4%, 63.3%)
08/01 12:25:43 PM | Train: [ 5/200] Step 110/380 Loss 22.744 Prec@(1,5) (33.5%, 63.2%)
08/01 12:25:48 PM | Train: [ 5/200] Step 120/380 Loss 22.737 Prec@(1,5) (33.2%, 63.2%)
08/01 12:25:53 PM | Train: [ 5/200] Step 130/380 Loss 22.763 Prec@(1,5) (33.1%, 63.2%)
08/01 12:25:59 PM | Train: [ 5/200] Step 140/380 Loss 22.701 Prec@(1,5) (33.4%, 63.4%)
08/01 12:26:03 PM | Train: [ 5/200] Step 150/380 Loss 22.676 Prec@(1,5) (33.6%, 63.4%)
08/01 12:26:06 PM | Train: [ 5/200] Step 160/380 Loss 22.703 Prec@(1,5) (33.5%, 63.2%)
08/01 12:26:12 PM | Train: [ 5/200] Step 170/380 Loss 22.673 Prec@(1,5) (33.6%, 63.2%)
08/01 12:26:17 PM | Train: [ 5/200] Step 180/380 Loss 22.684 Prec@(1,5) (33.5%, 63.2%)
08/01 12:26:24 PM | Train: [ 5/200] Step 190/380 Loss 22.675 Prec@(1,5) (33.6%, 63.2%)
08/01 12:26:29 PM | Train: [ 5/200] Step 200/380 Loss 22.643 Prec@(1,5) (33.8%, 63.3%)
08/01 12:26:34 PM | Train: [ 5/200] Step 210/380 Loss 22.629 Prec@(1,5) (34.0%, 63.3%)
08/01 12:26:40 PM | Train: [ 5/200] Step 220/380 Loss 22.582 Prec@(1,5) (34.1%, 63.4%)
08/01 12:26:45 PM | Train: [ 5/200] Step 230/380 Loss 22.528 Prec@(1,5) (34.3%, 63.6%)
08/01 12:26:50 PM | Train: [ 5/200] Step 240/380 Loss 22.533 Prec@(1,5) (34.3%, 63.6%)
08/01 12:26:55 PM | Train: [ 5/200] Step 250/380 Loss 22.488 Prec@(1,5) (34.5%, 63.7%)
08/01 12:27:01 PM | Train: [ 5/200] Step 260/380 Loss 22.445 Prec@(1,5) (34.7%, 63.9%)
08/01 12:27:07 PM | Train: [ 5/200] Step 270/380 Loss 22.443 Prec@(1,5) (34.7%, 63.7%)
08/01 12:27:12 PM | Train: [ 5/200] Step 280/380 Loss 22.423 Prec@(1,5) (34.9%, 63.8%)
08/01 12:27:17 PM | Train: [ 5/200] Step 290/380 Loss 22.388 Prec@(1,5) (35.1%, 63.9%)
08/01 12:27:24 PM | Train: [ 5/200] Step 300/380 Loss 22.344 Prec@(1,5) (35.3%, 64.1%)
08/01 12:27:33 PM | Train: [ 5/200] Step 310/380 Loss 22.320 Prec@(1,5) (35.6%, 64.2%)
08/01 12:27:43 PM | Train: [ 5/200] Step 320/380 Loss 22.293 Prec@(1,5) (35.7%, 64.3%)
08/01 12:27:50 PM | Train: [ 5/200] Step 330/380 Loss 22.254 Prec@(1,5) (35.9%, 64.5%)
08/01 12:27:58 PM | Train: [ 5/200] Step 340/380 Loss 22.255 Prec@(1,5) (35.9%, 64.4%)
08/01 12:28:05 PM | Train: [ 5/200] Step 350/380 Loss 22.242 Prec@(1,5) (35.9%, 64.6%)
08/01 12:28:12 PM | Train: [ 5/200] Step 360/380 Loss 22.208 Prec@(1,5) (36.2%, 64.6%)
08/01 12:28:20 PM | Train: [ 5/200] Step 370/380 Loss 22.168 Prec@(1,5) (36.4%, 64.8%)
08/01 12:28:28 PM | Train: [ 5/200] Step 380/380 Loss 22.171 Prec@(1,5) (36.4%, 64.7%)
08/01 12:28:32 PM | Train: [ 5/200] Final Prec@1 36.3569%
08/01 12:30:23 PM | Valid: [ 5/200] Step 000/023 Loss 23.136 Prec@(1,5) (40.6%, 68.8%)
08/01 12:30:33 PM | Valid: [ 5/200] Step 010/023 Loss 22.630 Prec@(1,5) (33.0%, 61.6%)
08/01 12:30:43 PM | Valid: [ 5/200] Step 020/023 Loss 22.132 Prec@(1,5) (34.7%, 63.8%)
08/01 12:30:52 PM | Valid: [ 5/200] Final Prec@1 33.9674%, Prec@5 63.0435%, Prec@10 73.9130%
08/01 12:30:52 PM | Final best Prec@1 = 33.9674%
08/01 12:33:29 PM | Train: [ 6/200] Step 010/380 Loss 19.833 Prec@(1,5) (43.8%, 72.5%)
08/01 12:33:35 PM | Train: [ 6/200] Step 020/380 Loss 19.932 Prec@(1,5) (44.5%, 73.1%)
08/01 12:33:43 PM | Train: [ 6/200] Step 030/380 Loss 19.880 Prec@(1,5) (45.1%, 73.4%)
08/01 12:33:50 PM | Train: [ 6/200] Step 040/380 Loss 19.797 Prec@(1,5) (44.9%, 73.8%)
08/01 12:33:57 PM | Train: [ 6/200] Step 050/380 Loss 19.897 Prec@(1,5) (44.6%, 73.6%)
08/01 12:34:04 PM | Train: [ 6/200] Step 060/380 Loss 19.933 Prec@(1,5) (44.4%, 73.3%)
08/01 12:34:11 PM | Train: [ 6/200] Step 070/380 Loss 19.991 Prec@(1,5) (44.0%, 72.8%)
08/01 12:34:20 PM | Train: [ 6/200] Step 080/380 Loss 20.055 Prec@(1,5) (44.0%, 72.3%)
08/01 12:34:28 PM | Train: [ 6/200] Step 090/380 Loss 20.052 Prec@(1,5) (44.0%, 72.4%)
08/01 12:34:33 PM | Train: [ 6/200] Step 100/380 Loss 20.022 Prec@(1,5) (44.0%, 72.5%)
08/01 12:34:40 PM | Train: [ 6/200] Step 110/380 Loss 20.003 Prec@(1,5) (44.3%, 72.6%)
08/01 12:34:48 PM | Train: [ 6/200] Step 120/380 Loss 20.014 Prec@(1,5) (44.1%, 72.4%)
08/01 12:34:56 PM | Train: [ 6/200] Step 130/380 Loss 20.015 Prec@(1,5) (44.1%, 72.4%)
08/01 12:35:02 PM | Train: [ 6/200] Step 140/380 Loss 20.077 Prec@(1,5) (43.9%, 71.9%)
08/01 12:35:09 PM | Train: [ 6/200] Step 150/380 Loss 20.066 Prec@(1,5) (44.0%, 72.0%)
08/01 12:35:15 PM | Train: [ 6/200] Step 160/380 Loss 20.018 Prec@(1,5) (44.2%, 72.1%)
08/01 12:35:19 PM | Train: [ 6/200] Step 170/380 Loss 19.972 Prec@(1,5) (44.5%, 72.2%)
08/01 12:35:25 PM | Train: [ 6/200] Step 180/380 Loss 19.950 Prec@(1,5) (44.6%, 72.4%)
08/01 12:35:32 PM | Train: [ 6/200] Step 190/380 Loss 19.932 Prec@(1,5) (44.6%, 72.5%)
08/01 12:35:40 PM | Train: [ 6/200] Step 200/380 Loss 19.996 Prec@(1,5) (44.3%, 72.3%)
08/01 12:35:47 PM | Train: [ 6/200] Step 210/380 Loss 19.997 Prec@(1,5) (44.4%, 72.4%)
08/01 12:35:53 PM | Train: [ 6/200] Step 220/380 Loss 19.991 Prec@(1,5) (44.4%, 72.4%)
08/01 12:36:00 PM | Train: [ 6/200] Step 230/380 Loss 19.982 Prec@(1,5) (44.5%, 72.5%)
08/01 12:36:08 PM | Train: [ 6/200] Step 240/380 Loss 19.955 Prec@(1,5) (44.7%, 72.6%)
08/01 12:36:16 PM | Train: [ 6/200] Step 250/380 Loss 19.914 Prec@(1,5) (44.9%, 72.8%)
08/01 12:36:22 PM | Train: [ 6/200] Step 260/380 Loss 19.904 Prec@(1,5) (44.8%, 72.8%)
08/01 12:36:29 PM | Train: [ 6/200] Step 270/380 Loss 19.881 Prec@(1,5) (45.0%, 73.0%)
08/01 12:36:36 PM | Train: [ 6/200] Step 280/380 Loss 19.820 Prec@(1,5) (45.2%, 73.2%)
08/01 12:36:42 PM | Train: [ 6/200] Step 290/380 Loss 19.837 Prec@(1,5) (45.0%, 73.1%)
08/01 12:36:50 PM | Train: [ 6/200] Step 300/380 Loss 19.816 Prec@(1,5) (45.1%, 73.1%)
08/01 12:36:58 PM | Train: [ 6/200] Step 310/380 Loss 19.785 Prec@(1,5) (45.2%, 73.3%)
08/01 12:37:06 PM | Train: [ 6/200] Step 320/380 Loss 19.771 Prec@(1,5) (45.2%, 73.3%)
08/01 12:37:13 PM | Train: [ 6/200] Step 330/380 Loss 19.776 Prec@(1,5) (45.2%, 73.3%)
08/01 12:37:20 PM | Train: [ 6/200] Step 340/380 Loss 19.737 Prec@(1,5) (45.3%, 73.4%)
08/01 12:37:29 PM | Train: [ 6/200] Step 350/380 Loss 19.714 Prec@(1,5) (45.5%, 73.4%)
08/01 12:37:36 PM | Train: [ 6/200] Step 360/380 Loss 19.683 Prec@(1,5) (45.5%, 73.6%)
08/01 12:37:44 PM | Train: [ 6/200] Step 370/380 Loss 19.688 Prec@(1,5) (45.5%, 73.6%)
08/01 12:37:51 PM | Train: [ 6/200] Step 380/380 Loss 19.652 Prec@(1,5) (45.6%, 73.8%)
08/01 12:37:53 PM | Train: [ 6/200] Final Prec@1 45.5839%
08/01 12:40:05 PM | Valid: [ 6/200] Step 000/023 Loss 22.943 Prec@(1,5) (37.5%, 65.6%)
08/01 12:40:15 PM | Valid: [ 6/200] Step 010/023 Loss 21.025 Prec@(1,5) (38.1%, 66.5%)
08/01 12:40:25 PM | Valid: [ 6/200] Step 020/023 Loss 20.658 Prec@(1,5) (38.2%, 67.6%)
08/01 12:40:34 PM | Valid: [ 6/200] Final Prec@1 37.3641%, Prec@5 66.9837%, Prec@10 77.8533%
08/01 12:40:35 PM | Final best Prec@1 = 37.3641%
08/01 12:42:51 PM | Train: [ 7/200] Step 010/380 Loss 16.842 Prec@(1,5) (57.8%, 85.0%)
08/01 12:42:58 PM | Train: [ 7/200] Step 020/380 Loss 17.353 Prec@(1,5) (56.2%, 82.7%)
08/01 12:43:04 PM | Train: [ 7/200] Step 030/380 Loss 17.371 Prec@(1,5) (56.0%, 82.4%)
08/01 12:43:11 PM | Train: [ 7/200] Step 040/380 Loss 17.449 Prec@(1,5) (55.5%, 82.7%)
08/01 12:43:18 PM | Train: [ 7/200] Step 050/380 Loss 17.494 Prec@(1,5) (55.4%, 82.6%)
08/01 12:43:24 PM | Train: [ 7/200] Step 060/380 Loss 17.556 Prec@(1,5) (55.1%, 81.9%)
08/01 12:43:29 PM | Train: [ 7/200] Step 070/380 Loss 17.609 Prec@(1,5) (55.0%, 81.5%)
08/01 12:43:35 PM | Train: [ 7/200] Step 080/380 Loss 17.737 Prec@(1,5) (54.7%, 81.0%)
08/01 12:43:43 PM | Train: [ 7/200] Step 090/380 Loss 17.829 Prec@(1,5) (54.1%, 81.0%)
08/01 12:43:51 PM | Train: [ 7/200] Step 100/380 Loss 17.750 Prec@(1,5) (54.5%, 81.2%)
08/01 12:43:57 PM | Train: [ 7/200] Step 110/380 Loss 17.762 Prec@(1,5) (54.5%, 81.3%)
08/01 12:44:04 PM | Train: [ 7/200] Step 120/380 Loss 17.762 Prec@(1,5) (54.4%, 81.2%)
08/01 12:44:11 PM | Train: [ 7/200] Step 130/380 Loss 17.749 Prec@(1,5) (54.7%, 81.3%)
08/01 12:44:17 PM | Train: [ 7/200] Step 140/380 Loss 17.803 Prec@(1,5) (54.5%, 81.0%)
08/01 12:44:26 PM | Train: [ 7/200] Step 150/380 Loss 17.782 Prec@(1,5) (54.5%, 81.0%)
08/01 12:44:34 PM | Train: [ 7/200] Step 160/380 Loss 17.789 Prec@(1,5) (54.5%, 81.1%)
08/01 12:44:41 PM | Train: [ 7/200] Step 170/380 Loss 17.766 Prec@(1,5) (54.6%, 81.2%)
08/01 12:44:48 PM | Train: [ 7/200] Step 180/380 Loss 17.717 Prec@(1,5) (54.8%, 81.1%)
08/01 12:44:54 PM | Train: [ 7/200] Step 190/380 Loss 17.745 Prec@(1,5) (54.5%, 81.2%)
08/01 12:45:01 PM | Train: [ 7/200] Step 200/380 Loss 17.736 Prec@(1,5) (54.6%, 81.2%)
08/01 12:45:08 PM | Train: [ 7/200] Step 210/380 Loss 17.712 Prec@(1,5) (54.7%, 81.3%)
08/01 12:45:13 PM | Train: [ 7/200] Step 220/380 Loss 17.684 Prec@(1,5) (54.8%, 81.4%)
08/01 12:45:19 PM | Train: [ 7/200] Step 230/380 Loss 17.673 Prec@(1,5) (54.8%, 81.3%)
08/01 12:45:25 PM | Train: [ 7/200] Step 240/380 Loss 17.649 Prec@(1,5) (54.8%, 81.3%)
08/01 12:45:32 PM | Train: [ 7/200] Step 250/380 Loss 17.640 Prec@(1,5) (54.9%, 81.4%)
08/01 12:45:38 PM | Train: [ 7/200] Step 260/380 Loss 17.623 Prec@(1,5) (55.0%, 81.4%)
08/01 12:45:44 PM | Train: [ 7/200] Step 270/380 Loss 17.612 Prec@(1,5) (55.0%, 81.4%)
08/01 12:45:52 PM | Train: [ 7/200] Step 280/380 Loss 17.601 Prec@(1,5) (55.1%, 81.4%)
08/01 12:46:00 PM | Train: [ 7/200] Step 290/380 Loss 17.588 Prec@(1,5) (55.2%, 81.3%)
08/01 12:46:08 PM | Train: [ 7/200] Step 300/380 Loss 17.600 Prec@(1,5) (55.2%, 81.2%)
08/01 12:46:16 PM | Train: [ 7/200] Step 310/380 Loss 17.585 Prec@(1,5) (55.3%, 81.2%)
08/01 12:46:23 PM | Train: [ 7/200] Step 320/380 Loss 17.549 Prec@(1,5) (55.3%, 81.4%)
08/01 12:46:31 PM | Train: [ 7/200] Step 330/380 Loss 17.563 Prec@(1,5) (55.3%, 81.3%)
08/01 12:46:40 PM | Train: [ 7/200] Step 340/380 Loss 17.558 Prec@(1,5) (55.3%, 81.3%)
08/01 12:46:48 PM | Train: [ 7/200] Step 350/380 Loss 17.564 Prec@(1,5) (55.4%, 81.4%)
08/01 12:46:57 PM | Train: [ 7/200] Step 360/380 Loss 17.564 Prec@(1,5) (55.4%, 81.4%)
08/01 12:47:05 PM | Train: [ 7/200] Step 370/380 Loss 17.560 Prec@(1,5) (55.4%, 81.4%)
08/01 12:47:14 PM | Train: [ 7/200] Step 380/380 Loss 17.543 Prec@(1,5) (55.4%, 81.4%)
08/01 12:47:17 PM | Train: [ 7/200] Final Prec@1 55.4030%
08/01 12:49:25 PM | Valid: [ 7/200] Step 000/023 Loss 19.832 Prec@(1,5) (46.9%, 71.9%)
08/01 12:49:36 PM | Valid: [ 7/200] Step 010/023 Loss 19.111 Prec@(1,5) (44.6%, 73.9%)
08/01 12:49:46 PM | Valid: [ 7/200] Step 020/023 Loss 18.780 Prec@(1,5) (43.9%, 73.5%)
08/01 12:49:50 PM | Valid: [ 7/200] Final Prec@1 43.6141%, Prec@5 73.2337%, Prec@10 82.4728%
08/01 12:49:50 PM | Final best Prec@1 = 43.6141%
08/01 12:51:46 PM | Train: [ 8/200] Step 010/380 Loss 15.157 Prec@(1,5) (65.6%, 88.1%)
08/01 12:51:53 PM | Train: [ 8/200] Step 020/380 Loss 15.029 Prec@(1,5) (65.0%, 88.9%)
08/01 12:52:00 PM | Train: [ 8/200] Step 030/380 Loss 15.023 Prec@(1,5) (64.1%, 88.4%)
08/01 12:52:05 PM | Train: [ 8/200] Step 040/380 Loss 15.099 Prec@(1,5) (64.6%, 88.7%)
08/01 12:52:11 PM | Train: [ 8/200] Step 050/380 Loss 15.341 Prec@(1,5) (63.1%, 87.7%)
08/01 12:52:20 PM | Train: [ 8/200] Step 060/380 Loss 15.496 Prec@(1,5) (63.1%, 87.2%)
08/01 12:52:29 PM | Train: [ 8/200] Step 070/380 Loss 15.559 Prec@(1,5) (63.1%, 87.1%)
08/01 12:52:39 PM | Train: [ 8/200] Step 080/380 Loss 15.719 Prec@(1,5) (62.1%, 86.8%)
08/01 12:52:48 PM | Train: [ 8/200] Step 090/380 Loss 15.729 Prec@(1,5) (61.9%, 86.8%)
08/01 12:52:55 PM | Train: [ 8/200] Step 100/380 Loss 15.702 Prec@(1,5) (62.3%, 86.8%)
08/01 12:53:04 PM | Train: [ 8/200] Step 110/380 Loss 15.696 Prec@(1,5) (62.2%, 86.6%)
08/01 12:53:12 PM | Train: [ 8/200] Step 120/380 Loss 15.717 Prec@(1,5) (62.4%, 86.7%)
08/01 12:53:21 PM | Train: [ 8/200] Step 130/380 Loss 15.772 Prec@(1,5) (62.1%, 86.3%)
08/01 12:53:30 PM | Train: [ 8/200] Step 140/380 Loss 15.756 Prec@(1,5) (62.3%, 86.4%)
08/01 12:53:40 PM | Train: [ 8/200] Step 150/380 Loss 15.768 Prec@(1,5) (62.3%, 86.4%)
08/01 12:53:46 PM | Train: [ 8/200] Step 160/380 Loss 15.783 Prec@(1,5) (62.4%, 86.2%)
08/01 12:53:53 PM | Train: [ 8/200] Step 170/380 Loss 15.805 Prec@(1,5) (62.3%, 86.2%)
08/01 12:53:57 PM | Train: [ 8/200] Step 180/380 Loss 15.819 Prec@(1,5) (62.2%, 86.1%)
08/01 12:54:05 PM | Train: [ 8/200] Step 190/380 Loss 15.788 Prec@(1,5) (62.3%, 86.2%)
08/01 12:54:14 PM | Train: [ 8/200] Step 200/380 Loss 15.820 Prec@(1,5) (62.2%, 86.0%)
08/01 12:54:20 PM | Train: [ 8/200] Step 210/380 Loss 15.803 Prec@(1,5) (62.5%, 86.0%)
08/01 12:54:26 PM | Train: [ 8/200] Step 220/380 Loss 15.807 Prec@(1,5) (62.6%, 85.9%)
08/01 12:54:33 PM | Train: [ 8/200] Step 230/380 Loss 15.802 Prec@(1,5) (62.5%, 85.9%)
08/01 12:54:43 PM | Train: [ 8/200] Step 240/380 Loss 15.794 Prec@(1,5) (62.6%, 86.0%)
08/01 12:54:51 PM | Train: [ 8/200] Step 250/380 Loss 15.788 Prec@(1,5) (62.7%, 86.0%)
08/01 12:55:00 PM | Train: [ 8/200] Step 260/380 Loss 15.772 Prec@(1,5) (62.9%, 86.1%)
08/01 12:55:11 PM | Train: [ 8/200] Step 270/380 Loss 15.781 Prec@(1,5) (62.9%, 86.1%)
08/01 12:55:21 PM | Train: [ 8/200] Step 280/380 Loss 15.771 Prec@(1,5) (62.9%, 86.2%)
08/01 12:55:31 PM | Train: [ 8/200] Step 290/380 Loss 15.770 Prec@(1,5) (62.8%, 86.2%)
08/01 12:55:43 PM | Train: [ 8/200] Step 300/380 Loss 15.773 Prec@(1,5) (62.9%, 86.2%)
08/01 12:55:54 PM | Train: [ 8/200] Step 310/380 Loss 15.778 Prec@(1,5) (62.9%, 86.2%)
08/01 12:56:03 PM | Train: [ 8/200] Step 320/380 Loss 15.773 Prec@(1,5) (62.9%, 86.2%)
08/01 12:56:13 PM | Train: [ 8/200] Step 330/380 Loss 15.767 Prec@(1,5) (62.9%, 86.2%)
08/01 12:56:24 PM | Train: [ 8/200] Step 340/380 Loss 15.760 Prec@(1,5) (62.9%, 86.2%)
08/01 12:56:35 PM | Train: [ 8/200] Step 350/380 Loss 15.774 Prec@(1,5) (62.8%, 86.2%)
08/01 12:56:45 PM | Train: [ 8/200] Step 360/380 Loss 15.756 Prec@(1,5) (62.9%, 86.2%)
08/01 12:56:55 PM | Train: [ 8/200] Step 370/380 Loss 15.723 Prec@(1,5) (63.1%, 86.2%)
08/01 12:57:05 PM | Train: [ 8/200] Step 380/380 Loss 15.719 Prec@(1,5) (63.1%, 86.2%)
08/01 12:57:13 PM | Train: [ 8/200] Final Prec@1 63.0674%
08/01 12:59:52 PM | Valid: [ 8/200] Step 000/023 Loss 17.424 Prec@(1,5) (46.9%, 84.4%)
08/01 01:00:05 PM | Valid: [ 8/200] Step 010/023 Loss 16.025 Prec@(1,5) (54.3%, 83.5%)
08/01 01:00:18 PM | Valid: [ 8/200] Step 020/023 Loss 15.451 Prec@(1,5) (56.1%, 83.9%)
08/01 01:00:30 PM | Valid: [ 8/200] Final Prec@1 55.7065%, Prec@5 83.5598%, Prec@10 90.0815%
08/01 01:00:31 PM | Final best Prec@1 = 55.7065%
08/01 01:02:19 PM | Train: [ 9/200] Step 010/380 Loss 12.741 Prec@(1,5) (71.6%, 92.2%)
08/01 01:02:27 PM | Train: [ 9/200] Step 020/380 Loss 12.929 Prec@(1,5) (73.6%, 92.2%)
08/01 01:02:34 PM | Train: [ 9/200] Step 030/380 Loss 13.210 Prec@(1,5) (73.2%, 91.4%)
08/01 01:02:41 PM | Train: [ 9/200] Step 040/380 Loss 13.560 Prec@(1,5) (72.4%, 90.5%)
08/01 01:02:48 PM | Train: [ 9/200] Step 050/380 Loss 13.575 Prec@(1,5) (72.8%, 90.9%)
08/01 01:02:54 PM | Train: [ 9/200] Step 060/380 Loss 13.712 Prec@(1,5) (72.5%, 90.4%)
08/01 01:03:01 PM | Train: [ 9/200] Step 070/380 Loss 13.834 Prec@(1,5) (71.7%, 90.0%)
08/01 01:03:09 PM | Train: [ 9/200] Step 080/380 Loss 14.024 Prec@(1,5) (70.7%, 90.0%)
08/01 01:03:18 PM | Train: [ 9/200] Step 090/380 Loss 14.117 Prec@(1,5) (70.2%, 90.0%)
08/01 01:03:24 PM | Train: [ 9/200] Step 100/380 Loss 14.177 Prec@(1,5) (70.0%, 89.8%)
08/01 01:03:29 PM | Train: [ 9/200] Step 110/380 Loss 14.246 Prec@(1,5) (69.8%, 89.4%)
08/01 01:03:35 PM | Train: [ 9/200] Step 120/380 Loss 14.241 Prec@(1,5) (69.6%, 89.5%)
08/01 01:03:41 PM | Train: [ 9/200] Step 130/380 Loss 14.258 Prec@(1,5) (69.6%, 89.4%)
08/01 01:03:47 PM | Train: [ 9/200] Step 140/380 Loss 14.199 Prec@(1,5) (69.9%, 89.6%)
08/01 01:03:53 PM | Train: [ 9/200] Step 150/380 Loss 14.200 Prec@(1,5) (70.0%, 89.5%)
08/01 01:03:58 PM | Train: [ 9/200] Step 160/380 Loss 14.233 Prec@(1,5) (69.9%, 89.5%)
08/01 01:04:05 PM | Train: [ 9/200] Step 170/380 Loss 14.247 Prec@(1,5) (69.7%, 89.5%)
08/01 01:04:13 PM | Train: [ 9/200] Step 180/380 Loss 14.263 Prec@(1,5) (69.8%, 89.5%)
08/01 01:04:20 PM | Train: [ 9/200] Step 190/380 Loss 14.267 Prec@(1,5) (69.6%, 89.4%)
08/01 01:04:27 PM | Train: [ 9/200] Step 200/380 Loss 14.272 Prec@(1,5) (69.4%, 89.4%)
08/01 01:04:35 PM | Train: [ 9/200] Step 210/380 Loss 14.252 Prec@(1,5) (69.5%, 89.5%)
08/01 01:04:44 PM | Train: [ 9/200] Step 220/380 Loss 14.273 Prec@(1,5) (69.5%, 89.5%)
08/01 01:04:51 PM | Train: [ 9/200] Step 230/380 Loss 14.268 Prec@(1,5) (69.7%, 89.5%)
08/01 01:04:59 PM | Train: [ 9/200] Step 240/380 Loss 14.291 Prec@(1,5) (69.6%, 89.4%)
08/01 01:05:09 PM | Train: [ 9/200] Step 250/380 Loss 14.286 Prec@(1,5) (69.7%, 89.5%)
08/01 01:05:17 PM | Train: [ 9/200] Step 260/380 Loss 14.289 Prec@(1,5) (69.7%, 89.5%)
